@relation pandasdata
@attribute average_depth real
@attribute median_depth real
@attribute minimum_depth real
@attribute standard_deviation real
@attribute closer_than_5 real
@attribute corners real
@attribute corners_closer_than_5 real
@attribute number_of_blobs real
@attribute total_blob_area real
@attribute average_blob_size real
@attribute std_blob_area real
@attribute std_blob_points real
@attribute number_of_close_blobs real
@attribute total_close_blob_area real
@attribute average_close_blob_size real
@attribute std_blob_area real
@attribute std_blob_points real
@attribute class {no,yes}
@data
6.463389988046617,3.9,1.7,4.906531102449786,281163,150.0,84,8,411.71228790283203,51.464035987854004,10.999135425927095,302.8398669090921,8,411.71228790283203,51.464035987854004,10.999135425927095,302.8398669090921,yes
8.35841829914606,6.1,2.3,5.007697418156911,147742,110.0,15,5,299.9895267486572,59.99790534973145,21.90938129533946,392.4234771906643,3,299.9895267486572,59.99790534973145,21.90938129533946,392.4234771906643,no
7.250831363254347,6.7,2.4,4.230649467138055,257983,150.0,0,3,142.19137954711914,47.39712651570638,14.191127064242583,116.49578006422513,3,142.19137954711914,47.39712651570638,14.191127064242583,116.49578006422513,no
6.497517270654254,4.4,2.5,4.5671877313270555,219339,43.0,34,3,178.1614646911621,59.38715489705404,24.846073109459873,202.81782845855082,2,178.1614646911621,59.38715489705404,24.846073109459873,202.81782845855082,yes
7.243022690172267,6.0,2.1,4.321784333791974,182737,130.0,8,4,206.90879440307617,51.72719860076904,15.553442287357218,281.3862908971695,4,206.90879440307617,51.72719860076904,15.553442287357218,281.3862908971695,yes
6.255960435452096,5.0,1.8,3.934275778907614,371986,150.0,0,3,167.22941970825195,55.74313990275065,33.87471145068478,470.96692868503186,3,167.22941970825195,55.74313990275065,33.87471145068478,470.96692868503186,no
8.17256964697826,6.7,1.7,5.558368636238373,268581,150.0,15,9,479.9026737213135,53.322519302368164,18.48360777791491,355.9104244263507,7,479.9026737213135,53.322519302368164,18.48360777791491,355.9104244263507,yes
6.073355414933158,3.6,1.4,5.118318711303177,327676,39.0,23,9,485.2243137359619,53.9138126373291,18.957785155512376,317.76476387953187,7,485.2243137359619,53.9138126373291,18.957785155512376,317.76476387953187,no
7.439356138869199,6.0,1.3,5.143336960704325,240058,150.0,2,16,869.4949398040771,54.34343373775482,25.02255599808414,286.0181766268693,13,869.4949398040771,54.34343373775482,25.02255599808414,286.0181766268693,yes
6.298162915231488,4.2,2.0,4.843281228378016,350086,15.0,12,4,265.0934638977051,66.27336597442627,17.64816954631499,368.51489815348197,3,265.0934638977051,66.27336597442627,17.64816954631499,368.51489815348197,no
7.137425368556207,5.2,2.2,4.688204142929947,282184,147.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,no
6.145459871524612,5.0,1.9,3.693773818990129,363107,150.0,0,4,174.55299377441406,43.638248443603516,12.196796654229084,354.96865007174995,4,174.55299377441406,43.638248443603516,12.196796654229084,354.96865007174995,no
6.6384288541040934,4.2,2.0,4.537664831102589,451224,150.0,146,3,165.9404754638672,55.31349182128906,16.187758834122295,545.7330844115592,3,165.9404754638672,55.31349182128906,16.187758834122295,545.7330844115592,no
6.416847414931771,4.2,2.1,5.026845160101638,289008,90.0,2,2,108.56769561767578,54.28384780883789,17.72757339477539,452.7189108591963,1,108.56769561767578,54.28384780883789,17.72757339477539,452.7189108591963,no
5.45164139514919,4.2,1.9,3.228620904016669,329080,150.0,20,7,284.4943218231201,40.642045974731445,13.208654742266488,349.96966405943044,7,284.4943218231201,40.642045974731445,13.208654742266488,349.96966405943044,no
5.986705908781719,3.3,1.7,5.185183164971037,403392,91.0,19,7,453.54260635375977,64.79180090767997,20.68590455444263,282.8943804776426,4,453.54260635375977,64.79180090767997,20.68590455444263,282.8943804776426,yes
8.105185832274461,6.0,2.1,5.481557530600076,273761,150.0,126,12,545.5776901245117,45.46480751037598,12.235584070555031,384.43349025750047,4,545.5776901245117,45.46480751037598,12.235584070555031,384.43349025750047,no
5.6126468765248125,3.6,1.1,4.792716310886853,352325,150.0,141,13,640.8727855682373,49.297906582172104,15.561772153213605,259.89061108555677,12,640.8727855682373,49.297906582172104,15.561772153213605,259.89061108555677,yes
6.222377765855536,4.9,1.9,3.8684383335240584,370076,150.0,0,3,172.5463695526123,57.51545651753744,28.392784880887373,566.4522738683098,2,172.5463695526123,57.51545651753744,28.392784880887373,566.4522738683098,no
7.880828059628398,5.5,2.6,5.338661900623346,221305,15.0,0,4,237.46282958984375,59.36570739746094,0.0,0.0,0,0.0,0.0,0.0,0.0,no
6.19895923823377,3.9,1.5,4.9588661237965646,353639,21.0,0,2,124.51705169677734,62.25852584838867,7.317005157470703,402.6819951319273,2,124.51705169677734,62.25852584838867,7.317005157470703,402.6819951319273,no
4.799769664502275,3.1,1.2,4.31681138655241,340482,22.0,8,2,128.06776809692383,64.03388404846191,20.405515670776367,397.37440486143566,2,128.06776809692383,64.03388404846191,20.405515670776367,397.37440486143566,yes
7.4194549795621505,4.4,2.0,6.076879037877962,335316,43.0,4,5,204.5108413696289,40.90216827392578,11.451364383846954,322.52376289088943,1,204.5108413696289,40.90216827392578,11.451364383846954,322.52376289088943,no
5.869995042165831,4.2,1.8,4.62747855110365,562700,150.0,129,1,33.85265350341797,33.85265350341797,0.0,494.65785561168497,1,33.85265350341797,33.85265350341797,0.0,494.65785561168497,no
7.341579348280135,6.3,1.1,4.338379142414208,238167,125.0,62,1,33.79823684692383,33.79823684692383,0.0,0.0,0,0.0,0.0,0.0,0.0,no
8.109586998109076,6.5,2.7,4.853826721380503,220673,150.0,0,1,29.528060913085938,29.528060913085938,0.0,0.0,0,0.0,0.0,0.0,0.0,no
5.86163933046437,3.5,1.4,5.007257957811942,398198,150.0,61,12,658.5081024169922,54.875675201416016,21.75289133436677,306.83740244153756,11,658.5081024169922,54.875675201416016,21.75289133436677,306.83740244153756,yes
6.96662206580622,5.2,2.0,4.806177086192253,279369,150.0,5,12,673.2431449890137,56.10359541575114,11.834886663804902,289.0685572178181,11,673.2431449890137,56.10359541575114,11.834886663804902,289.0685572178181,yes
6.563326335264249,4.2,1.8,5.081457719282847,333726,5.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,no
9.282125186657666,8.1,2.0,5.877481378072383,189726,150.0,7,4,281.9682731628418,70.49206829071045,38.297802141855605,360.7211632856201,3,281.9682731628418,70.49206829071045,38.297802141855605,360.7211632856201,yes
5.783540390503587,4.8,1.9,3.201689703938674,283969,150.0,0,8,366.8701477050781,45.858768463134766,11.739373635585041,284.99821473791786,6,366.8701477050781,45.858768463134766,11.739373635585041,284.99821473791786,no
6.868099690753716,4.2,2.0,5.483148143862899,313716,15.0,0,6,307.43408203125,51.239013671875,24.96987819949129,284.79556719440836,2,307.43408203125,51.239013671875,24.96987819949129,284.79556719440836,no
7.88530037657088,4.7,2.0,6.134993882620642,333067,31.0,0,5,239.5697250366211,47.913945007324216,0.0,0.0,0,0.0,0.0,0.0,0.0,no
5.981079440160955,3.8,2.0,4.801001076643696,312361,33.0,16,8,430.80615615844727,53.85076951980591,23.664455176906884,209.63455481921213,6,430.80615615844727,53.85076951980591,23.664455176906884,209.63455481921213,no
9.14983923640899,8.3,2.1,5.5786446971416055,192873,150.0,3,7,293.1065616607666,41.872365951538086,16.182587137632872,367.76103524215875,3,293.1065616607666,41.872365951538086,16.182587137632872,367.76103524215875,yes
6.717008892847977,4.1,2.0,5.413747348424185,314112,36.0,0,2,109.85946273803711,54.929731369018555,21.642274856567383,488.4254187035748,1,109.85946273803711,54.929731369018555,21.642274856567383,488.4254187035748,no
6.107057176764141,4.2,1.4,4.5459818329079935,286124,9.0,6,15,746.5292949676514,49.76861966451009,13.686157471867064,264.46502916417177,13,746.5292949676514,49.76861966451009,13.686157471867064,264.46502916417177,yes
7.834534535058964,5.6,2.1,5.270264213654955,263029,150.0,141,7,299.2853755950928,42.755053656441824,13.65484714037373,482.02308492915193,3,299.2853755950928,42.755053656441824,13.65484714037373,482.02308492915193,no
5.980766484314483,3.7,2.0,5.183146358463098,328640,86.0,70,5,308.6476516723633,61.729530334472656,12.917826384155225,242.27756814197397,4,308.6476516723633,61.729530334472656,12.917826384155225,242.27756814197397,yes
6.438929247105774,5.1,2.0,3.901745468456891,344200,150.0,0,5,214.18267059326172,42.836534118652345,13.386851829633681,465.90250633099964,5,214.18267059326172,42.836534118652345,13.386851829633681,465.90250633099964,no
6.278036212817845,4.2,1.9,4.808126842328929,240389,72.0,33,3,141.55830001831055,47.186100006103516,4.882176032120486,201.94263574694764,3,141.55830001831055,47.186100006103516,4.882176032120486,201.94263574694764,yes
7.7681790499965135,6.9,1.4,4.67937937944598,197801,150.0,2,11,682.2911357879639,62.0264668898149,23.940609918167695,287.11976923904945,9,682.2911357879639,62.0264668898149,23.940609918167695,287.11976923904945,yes
5.471743983034578,3.3,1.9,4.669028465693679,375976,147.0,99,1,36.388267517089844,36.388267517089844,0.0,485.4943037673736,1,36.388267517089844,36.388267517089844,0.0,485.4943037673736,no
4.70341671460594,2.8,1.6,3.9477729141670346,357911,150.0,146,7,390.07724380493164,55.725320543561665,14.270538949758855,268.16648223805686,7,390.07724380493164,55.725320543561665,14.270538949758855,268.16648223805686,yes
7.034322275670237,4.8,1.8,5.036052411881664,262939,20.0,0,1,45.22428512573242,45.22428512573242,0.0,0.0,0,0.0,0.0,0.0,0.0,no
4.978869699294144,3.0,1.6,4.17889253041382,440121,150.0,147,15,799.1851921081543,53.279012807210286,17.981183261657133,253.00805045672627,15,799.1851921081543,53.279012807210286,17.981183261657133,253.00805045672627,yes
6.811146468504001,4.3,1.6,5.385660492371818,309762,11.0,0,3,195.98599243164062,65.3286641438802,0.0,0.0,0,0.0,0.0,0.0,0.0,no
8.237459736875197,5.8,2.5,5.256300265889611,188772,56.0,27,5,329.7274742126465,65.9454948425293,34.0313084184902,500.16899657799365,1,329.7274742126465,65.9454948425293,34.0313084184902,500.16899657799365,no
8.333567320099162,6.8,3.4,4.596053041142768,87614,13.0,2,1,48.4066276550293,48.4066276550293,0.0,258.9062306600812,1,48.4066276550293,48.4066276550293,0.0,258.9062306600812,yes
7.347795303964683,5.1,2.1,5.134099470357891,243206,25.0,0,2,87.95793533325195,43.97896766662598,0.0,0.0,0,0.0,0.0,0.0,0.0,no
5.748742546932091,4.0,1.3,4.259013872541127,294878,150.0,134,8,404.9344787597656,50.6168098449707,16.413983932601447,233.08300378227602,7,404.9344787597656,50.6168098449707,16.413983932601447,233.08300378227602,yes
7.2641664727203175,6.0,1.2,5.043066160226415,261909,150.0,1,8,437.0045471191406,54.62556838989258,16.43063975041132,272.43341199107243,6,437.0045471191406,54.62556838989258,16.43063975041132,272.43341199107243,yes
7.405558955255279,6.3,1.5,4.342380143916256,219030,150.0,33,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,no
5.874539246032819,3.8,1.2,4.4874050729947,356267,150.0,77,11,465.1814708709717,42.28922462463379,8.966416066023225,212.54246146260678,10,465.1814708709717,42.28922462463379,8.966416066023225,212.54246146260678,yes
7.832596073364692,7.1,2.3,4.677174505300827,258995,150.0,0,2,63.13856315612793,31.569281578063965,0.0,0.0,0,0.0,0.0,0.0,0.0,no
6.346582132541442,4.0,1.6,4.973933212758867,289606,30.0,8,8,443.308780670166,55.41359758377075,18.278972982892796,263.65042636972754,3,443.308780670166,55.41359758377075,18.278972982892796,263.65042636972754,yes
6.304305300561416,3.8,1.2,5.134705181592625,304407,150.0,89,12,629.975528717041,52.49796072642008,15.832043577551776,327.34124067489324,9,629.975528717041,52.49796072642008,15.832043577551776,327.34124067489324,yes
6.2579424796441145,3.6,1.9,5.357141716317486,356789,150.0,74,5,243.92780876159668,48.78556175231934,13.362123849318703,502.6179455172119,2,243.92780876159668,48.78556175231934,13.362123849318703,502.6179455172119,no
7.724679802184121,5.7,2.5,4.976393552680205,230961,99.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,no
12.694744915144451,13.3,1.9,4.076808985363435,6596,150.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,no
5.390739315308536,4.8,1.7,2.851883608967261,441006,150.0,44,23,1104.1578483581543,48.006862972093664,13.94468854511394,403.45244280251234,22,1104.1578483581543,48.006862972093664,13.94468854511394,403.45244280251234,no
7.369160192220181,5.0,2.6,5.043107347241044,210580,7.0,2,7,364.9767150878906,52.13953072684152,17.210381815146917,192.60108885925868,5,364.9767150878906,52.13953072684152,17.210381815146917,192.60108885925868,no
12.033357275615154,12.6,1.9,4.296661320384466,17356,150.0,1,1,76.33505249023438,76.33505249023438,0.0,451.36967117350474,1,76.33505249023438,76.33505249023438,0.0,451.36967117350474,no
5.7781178644209295,3.7,1.4,4.801666799444841,411206,45.0,0,12,671.6069679260254,55.967247327168785,18.595077558891546,298.146831971334,12,671.6069679260254,55.967247327168785,18.595077558891546,298.146831971334,yes
4.363147871165789,3.8,0.7,2.378653256052644,438045,150.0,84,6,300.82293701171875,50.13715616861979,9.12487248984477,372.0751346483722,6,300.82293701171875,50.13715616861979,9.12487248984477,372.0751346483722,yes
5.14715435075199,4.4,1.7,3.210603116865254,484192,105.0,100,24,1231.885269165039,51.328552881876625,14.149952591277804,268.83505175346016,21,1231.885269165039,51.328552881876625,14.149952591277804,268.83505175346016,no
5.288294164147689,3.5,1.8,4.181913730684229,344004,150.0,145,4,206.33702087402344,51.58425521850586,12.347310496285216,252.7852756323605,3,206.33702087402344,51.58425521850586,12.347310496285216,252.7852756323605,yes
7.011878995097663,5.5,2.3,4.570656858001535,213634,98.0,11,7,349.44865226745605,49.92123603820801,17.669134859117175,204.5167869222777,4,349.44865226745605,49.92123603820801,17.669134859117175,204.5167869222777,yes
5.966134338720539,3.8,1.9,4.592435022635507,408732,150.0,71,25,1184.9543590545654,47.398174362182615,14.59832802494985,306.14558482300237,25,1184.9543590545654,47.398174362182615,14.59832802494985,306.14558482300237,yes
10.173907291201214,9.6,2.3,5.632975884831342,136482,150.0,1,2,145.23551177978516,72.61775588989258,34.474544525146484,476.32777960881134,1,145.23551177978516,72.61775588989258,34.474544525146484,476.32777960881134,yes
6.164312544372838,4.9,1.8,3.9527295423585977,374089,150.0,0,5,262.3410396575928,52.468207931518556,12.71396406168268,350.30519336238643,4,262.3410396575928,52.468207931518556,12.71396406168268,350.30519336238643,no
6.864591173167317,4.1,2.2,5.582663102018698,221248,150.0,98,10,601.4807395935059,60.14807395935058,27.416760900320046,225.72241383283483,8,601.4807395935059,60.14807395935058,27.416760900320046,225.72241383283483,yes
5.46664291552277,3.5,1.4,4.55573440291879,338947,150.0,118,23,1086.4944038391113,47.238887123439625,13.901542022707105,261.8663532736423,22,1086.4944038391113,47.238887123439625,13.901542022707105,261.8663532736423,yes
5.7098056092277085,3.7,1.9,4.6445251179768645,332176,8.0,0,1,27.284090042114258,27.284090042114258,0.0,359.50604793104935,1,27.284090042114258,27.284090042114258,0.0,359.50604793104935,no
6.840033181999411,4.8,1.8,5.116362434613499,324105,150.0,22,16,767.3405227661133,47.95878267288208,13.359848054831497,362.00842481430357,12,767.3405227661133,47.95878267288208,13.359848054831497,362.00842481430357,yes
7.470691074398645,4.7,2.0,5.637553729855756,313358,9.0,0,7,380.3690547943115,54.33843639918736,24.630550143435126,282.10968115317905,1,380.3690547943115,54.33843639918736,24.630550143435126,282.10968115317905,no
7.1245029661861645,4.1,1.5,5.638891934026202,399375,150.0,130,21,995.6006870269775,47.40955652509417,22.398376528987736,331.55099410027617,14,995.6006870269775,47.40955652509417,22.398376528987736,331.55099410027617,yes
5.596946398456814,2.8,1.3,4.882047630442781,428283,150.0,83,22,1253.6992053985596,56.98632751811635,15.42324314902768,302.133323926263,20,1253.6992053985596,56.98632751811635,15.42324314902768,302.133323926263,yes
6.390917525890871,4.5,2.2,4.3761138522325576,344887,150.0,105,24,1227.3176307678223,51.13823461532593,19.563855824032085,267.43420610647723,22,1227.3176307678223,51.13823461532593,19.563855824032085,267.43420610647723,yes
6.072702198772986,4.0,1.5,4.783569714034715,308632,126.0,110,12,607.7152233123779,50.642935276031494,18.144379827618735,326.7459009707251,10,607.7152233123779,50.642935276031494,18.144379827618735,326.7459009707251,yes
7.068913686311259,5.8,2.1,4.3474447229129405,185807,150.0,15,5,290.91891860961914,58.18378372192383,16.465192522874716,241.45334172527117,4,290.91891860961914,58.18378372192383,16.465192522874716,241.45334172527117,yes
6.544440364837995,3.9,2.0,4.970845011962232,319513,141.0,47,7,276.96839141845703,39.56691305977957,5.70284176613039,356.11604350335267,6,276.96839141845703,39.56691305977957,5.70284176613039,356.11604350335267,yes
7.51113703563571,5.6,2.3,4.868233434411217,261767,48.0,0,3,150.31262969970703,50.104209899902344,12.749909475476295,321.6034651866325,2,150.31262969970703,50.104209899902344,12.749909475476295,321.6034651866325,no
6.884197550692632,4.4,2.1,5.412017655636456,284477,57.0,1,1,107.84464263916016,107.84464263916016,0.0,392.7850016597507,1,107.84464263916016,107.84464263916016,0.0,392.7850016597507,no
6.837124728101916,4.1,1.8,5.460561873198032,335321,54.0,0,6,347.8609848022461,57.97683080037435,14.64907487758543,211.1797980683539,3,347.8609848022461,57.97683080037435,14.64907487758543,211.1797980683539,no
12.550259227089782,12.9,1.9,3.6994957254300282,6083,150.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,no
4.890307457911962,3.4,1.7,3.969213905875763,428227,67.0,63,4,156.3115997314453,39.07789993286133,9.954643210825425,202.81567716691066,2,156.3115997314453,39.07789993286133,9.954643210825425,202.81567716691066,yes
6.982851662545058,4.3,2.0,5.3847644476898004,304387,50.0,1,7,441.8788642883301,63.12555204119001,26.023690293715667,280.6920143889268,4,441.8788642883301,63.12555204119001,26.023690293715667,280.6920143889268,no
7.636799063114749,6.9,2.4,4.3651019192022655,227026,150.0,0,3,98.25613975524902,32.75204658508301,0.0,0.0,0,0.0,0.0,0.0,0.0,no
4.6141394275806595,3.0,1.8,3.6571387272970934,399052,150.0,131,5,267.66465759277344,53.53293151855469,15.965820247358419,170.39146798730695,3,267.66465759277344,53.53293151855469,15.965820247358419,170.39146798730695,yes
6.102112870797519,3.9,1.6,4.795018028040254,368837,37.0,0,2,112.26980209350586,56.13490104675293,20.771211624145508,202.787570648313,1,112.26980209350586,56.13490104675293,20.771211624145508,202.787570648313,no
5.499804440026236,4.5,2.3,3.0139397564912804,292286,150.0,0,12,666.97705078125,55.5814208984375,13.940906307819798,330.2403288692535,12,666.97705078125,55.5814208984375,13.940906307819798,330.2403288692535,yes
6.914215461281225,5.6,2.2,4.311407844478519,199169,150.0,14,3,178.3385887145996,59.44619623819987,10.723306480826553,265.7032306715815,3,178.3385887145996,59.44619623819987,10.723306480826553,265.7032306715815,yes
5.982348120544898,3.5,1.6,4.924384135558113,387545,150.0,66,11,613.0388374328613,55.73080340298739,12.567703704994578,283.58489477855557,10,613.0388374328613,55.73080340298739,12.567703704994578,283.58489477855557,yes
6.513747900476462,4.5,2.2,4.540303395953119,227246,150.0,121,3,158.91756057739258,52.972520192464195,10.828177395691698,262.94427754347055,2,158.91756057739258,52.972520192464195,10.828177395691698,262.94427754347055,yes
7.106460012680012,4.1,1.9,5.913903908956576,354815,87.0,22,7,401.2721824645996,57.3245974949428,13.898246797377498,207.41354455640308,1,401.2721824645996,57.3245974949428,13.898246797377498,207.41354455640308,no
6.889367106080473,5.8,1.3,4.469914080383145,250308,150.0,0,9,425.95157051086426,47.32795227898492,13.436164858346013,298.05926635604084,8,425.95157051086426,47.32795227898492,13.436164858346013,298.05926635604084,yes
