@relation pandasdata
@attribute average_depth real
@attribute median_depth real
@attribute minimum_depth real
@attribute standard_deviation real
@attribute closer_than_5 real
@attribute corners real
@attribute corners_closer_than_5 real
@attribute number_of_blobs real
@attribute total_blob_area real
@attribute average_blob_size real
@attribute class {no,yes}
@data
7.4377545833981165,5.9,2.8,4.353365165259801,138901,12,4,2,82.20158386230469,27.400527954101562,yes
5.198168618534648,3.6,1.9,3.8261665282187325,327975,118,108,4,268.267578125,53.653515625,yes
5.6847426124690354,3.7,1.9,4.42390118720473,334905,148,137,4,210.09002304077148,42.0180046081543,yes
5.808117659534012,3.8,2.0,4.542138621095041,343927,41,38,7,355.8276958465576,44.4784619808197,yes
4.890307457911962,3.4,1.7,3.969213905875763,428227,67,63,4,156.18225288391113,31.236450576782225,yes
4.6141394275806595,3.0,1.8,3.6571387272970934,399052,150,133,5,267.64220809936523,44.60703468322754,yes
4.9116271225420665,3.3,1.6,3.9337948403952394,353341,149,125,3,183.44149017333984,45.86037254333496,yes
4.975235433450251,2.9,1.6,4.682025461255895,427388,56,48,11,549.5783634185791,45.798196951548256,yes
5.908175761609983,3.8,1.8,5.087860343340897,345345,150,121,7,472.89558601379395,59.11194825172424,yes
6.437813226024068,4.4,1.9,4.8994171351811815,340685,129,103,3,195.2000961303711,48.80002403259277,no
6.298162915231488,4.2,2.0,4.843281228378016,350086,15,12,4,265.18643951416016,53.037287902832034,no
5.980766484314483,3.7,2.0,5.183146358463098,328640,86,70,6,354.250919342041,50.607274191720144,yes
6.4912997177999054,3.8,1.9,5.341348158667721,335304,150,120,5,294.0348014831543,49.00580024719238,yes
7.074133499814017,4.0,2.0,5.940944784820347,339484,139,71,5,296.61467361450195,49.43577893575033,no
6.864591173167317,4.1,2.2,5.582663102018698,221248,150,99,10,601.7242774963379,54.702207045121625,yes
5.125109215594295,3.7,1.4,4.001084987617449,226946,37,37,3,165.2787971496582,41.31969928741455,yes
5.17807825240225,3.6,0.9,4.1940298180516145,265308,150,138,7,369.8075428009033,46.225942850112915,yes
5.536357177045032,3.1,1.5,5.170535299392326,382993,150,121,11,607.4793510437012,50.62327925364176,yes
6.304305300561416,3.8,1.2,5.134705181592625,304407,150,90,12,629.7579612731934,48.44292009793795,yes
6.526964700717046,4.0,1.7,4.998113989536377,283733,150,88,3,164.96686553955078,41.241716384887695,yes
6.463389988046617,3.9,1.7,4.906531102449786,281163,150,83,8,411.72907638549805,45.74767515394423,yes
6.692272756113087,4.1,1.4,5.107681883546234,276497,150,55,6,359.1961898803711,51.31374141148159,yes
5.804626776526201,3.5,1.7,4.644464478238426,343129,79,56,17,851.2805557250977,47.29336420694987,yes
5.46664291552277,3.5,1.4,4.55573440291879,338947,150,118,24,1138.1482734680176,45.525930938720705,yes
4.900597318297545,2.8,1.4,4.42976240217501,472095,150,147,19,928.2966022491455,46.414830112457274,yes
5.481505011808085,3.6,1.5,4.454068337597096,415848,150,98,15,684.0371227264404,42.75232017040253,yes
5.874539246032819,3.8,1.2,4.4874050729947,356267,150,77,12,546.6369209289551,42.04899391761193,yes
6.032911822145709,4.1,1.7,4.506250833941368,349904,150,92,14,650.3545455932617,43.35696970621745,yes
6.044540067818324,3.9,1.5,4.599690710472474,336735,150,109,22,883.1080417633057,38.3960018157959,yes
6.39652500946427,4.1,1.2,4.726120882950636,265560,150,114,13,650.1401062011719,46.43857901436942,yes
5.989590071212332,3.8,0.9,5.335508021593147,288989,58,10,7,338.113468170166,42.26418352127075,yes
7.1122903376925874,4.9,0.9,5.1883795274193,231392,134,1,13,699.0403480529785,49.93145343235561,no
7.2641664727203175,6.0,1.2,5.043066160226415,261909,150,1,8,437.1548728942871,48.57276365492079,yes
8.155408910827383,7.8,1.5,4.862178125472492,194268,150,0,6,289.7194194793701,41.388488497052876,yes
7.7681790499965135,6.9,1.4,4.67937937944598,197801,150,2,11,680.1953125,56.682942708333336,yes
8.035917503063772,7.6,1.6,4.737635540116995,187912,150,0,6,237.89014625549316,33.98430660792759,yes
7.619890385203372,6.2,2.5,4.485396748975976,183815,128,9,7,391.3866500854492,48.92333126068115,yes
7.011878995097663,5.5,2.3,4.570656858001535,213634,99,11,8,408.52423667907715,45.3915818532308,yes
7.668953166561781,6.5,1.6,4.550846532002738,163274,94,3,10,526.840425491333,47.89458413557573,yes
7.998991719215822,6.5,3.0,4.387493468405407,135504,111,0,4,174.43291473388672,34.886582946777345,yes
6.072702198772986,4.0,1.5,4.783569714034715,308632,125,109,12,610.7604389190674,46.98157222454365,yes
6.0421691125760555,3.5,2.3,4.760817086331706,307554,28,16,8,402.2557563781738,44.69508404201932,yes
5.661029043751457,3.9,1.9,4.2386692641619215,254467,45,7,0,0.0,0.0,no
6.69493482989093,4.2,2.0,5.4037634280054805,294855,33,0,5,313.7697334289551,52.294955571492515,no
5.351894985241361,3.2,1.4,4.694956263824374,348717,72,12,1,65.48863220214844,32.74431610107422,yes
4.799769664502275,3.1,1.2,4.31681138655241,340482,23,9,2,126.05411911010742,42.01803970336914,yes
6.884197550692632,4.4,2.1,5.412017655636456,284477,59,1,1,106.91009521484375,53.455047607421875,no
6.277716053865211,4.1,2.1,4.830148285778559,302129,38,13,1,72.41651153564453,36.208255767822266,no
6.416847414931771,4.2,2.1,5.026845160101638,289008,89,2,2,108.52911758422852,36.17637252807617,no
8.099181436759018,5.5,2.4,5.51388315492051,201168,150,0,2,185.1675033569336,61.72250111897787,no
7.386285450623972,4.8,2.3,5.505598405816349,246425,68,0,0,0.0,0.0,no
6.717008892847977,4.1,2.0,5.413747348424185,314112,37,0,2,109.35412979125977,36.451376597086586,no
6.837124728101916,4.1,1.8,5.460561873198032,335321,54,0,6,348.03647232055664,49.719496045793804,no
6.85514304393401,4.4,1.8,5.288152373896241,304390,29,0,3,225.09373092651367,56.27343273162842,no
7.347795303964683,5.1,2.1,5.134099470357891,243206,26,0,2,87.86732482910156,29.289108276367188,no
7.034322275670237,4.8,1.8,5.036052411881664,262939,20,0,1,45.23002624511719,22.615013122558594,no
6.260835678755445,4.0,1.7,4.8809206350744905,342771,39,0,1,50.23628234863281,25.118141174316406,no
6.19895923823377,3.9,1.5,4.9588661237965646,353639,21,0,2,124.51705169677734,41.50568389892578,no
6.102112870797519,3.9,1.6,4.795018028040254,368837,39,0,2,112.26980209350586,37.42326736450195,no
6.563326335264249,4.2,1.8,5.081457719282847,333726,5,0,0,0.0,0.0,no
6.454902126519456,4.0,1.7,5.120772257591744,367137,23,0,1,35.76958465576172,17.88479232788086,no
6.769133420426761,4.4,1.7,5.112304307634225,330208,104,0,1,33.663448333740234,16.831724166870117,no
6.742268841201716,4.4,1.9,4.962757193214007,322113,89,0,1,32.57851791381836,16.28925895690918,no
7.492556100241276,5.5,2.4,4.895707278986455,249447,150,0,0,0.0,0.0,no
8.749607819338983,7.6,2.9,4.82436975649761,180474,150,0,0,0.0,0.0,no
8.109586998109076,6.5,2.7,4.853826721380503,220673,150,0,1,29.528060913085938,14.764030456542969,no
7.724679802184121,5.7,2.5,4.976393552680205,230961,101,0,0,0.0,0.0,no
7.137425368556207,5.2,2.2,4.688204142929947,282184,147,0,0,0.0,0.0,no
7.832596073364692,7.1,2.3,4.677174505300827,258995,150,0,2,63.183515548706055,21.061171849568684,no
7.4538085913724546,6.2,2.3,4.634133109840218,249148,150,0,2,54.59305381774902,18.19768460591634,no
7.644783756985596,6.9,2.5,4.4022379000472815,210428,150,0,3,106.23748970031738,26.559372425079346,no
7.636799063114749,6.9,2.4,4.3651019192022655,227026,150,0,3,98.30447959899902,24.576119899749756,no
7.295463619248335,6.2,2.7,4.340049752045353,173426,144,0,1,26.408687591552734,13.204343795776367,no
8.120626961477253,6.1,2.7,5.077156698879335,177700,14,0,3,125.66937255859375,31.417343139648438,no
8.513422495637034,6.7,2.5,5.171675385834085,188499,16,0,3,159.5288963317871,39.88222408294678,no
8.017361904092386,6.1,2.6,5.009568389513939,220015,27,0,5,203.84431838989258,33.974053064982094,no
7.794423765767096,5.9,2.5,4.903060899484924,228687,28,0,5,205.99872970581055,34.33312161763509,no
7.51113703563571,5.6,2.3,4.868233434411217,261767,47,0,3,150.4599494934082,37.61498737335205,no
7.5699717182739965,5.9,2.4,4.718370508902719,238351,42,1,5,293.59378814697266,48.932298024495445,no
7.044276467578171,5.7,2.4,4.390467917075341,240478,63,6,8,467.08338928222656,51.89815436469184,no
6.390917525890871,4.5,2.2,4.3761138522325576,344887,150,105,23,1158.2277488708496,48.2594895362854,yes
5.966134338720539,3.8,1.9,4.592435022635507,408732,150,72,25,1178.5961284637451,45.330620325528656,yes
5.7781178644209295,3.7,1.4,4.801666799444841,411206,44,0,12,671.8636703491211,51.681820796086235,yes
6.5404978659364,4.3,0.9,5.542604806983279,317888,24,0,5,349.9233207702637,58.32055346171061,yes
6.889367106080473,5.8,1.3,4.469914080383145,250308,150,0,9,425.9976978302002,42.59976978302002,yes
6.255960435452096,5.0,1.8,3.934275778907614,371986,150,0,3,167.23020935058594,41.807552337646484,no
6.164312544372838,4.9,1.8,3.9527295423585977,374089,150,0,5,262.8628463745117,43.81047439575195,no
6.438929247105774,5.1,2.0,3.901745468456891,344200,150,0,5,214.97772789001465,35.82962131500244,no
6.222377765855536,4.9,1.9,3.8684383335240584,370076,150,0,3,172.98276901245117,43.24569225311279,no
6.065504481539348,5.2,2.0,3.3706100420111595,347175,150,0,1,36.31760787963867,18.158803939819336,no
6.662869761278764,5.2,1.9,4.2438562253226015,362439,150,0,4,139.86780166625977,27.973560333251953,no
6.34915134001443,5.3,1.9,4.161989895105274,413632,150,0,2,112.78015899658203,37.59338633219401,yes
5.604285803777322,5.0,1.7,4.185801511704084,423890,150,15,9,442.07962226867676,44.20796222686768,yes
5.869995042165831,4.2,1.8,4.62747855110365,562700,150,129,2,58.986724853515625,19.662241617838543,no
6.444558264011788,4.0,1.9,5.068444336634025,535525,150,147,5,172.14407539367676,28.69067923227946,no
6.6384288541040934,4.2,2.0,4.537664831102589,451224,150,146,3,165.6326675415039,41.40816688537598,no
7.022204994107725,4.4,1.0,4.960345434152888,417837,150,144,3,120.83890914916992,30.20972728729248,no
7.341579348280135,6.3,1.1,4.338379142414208,238167,126,63,1,33.79823684692383,16.899118423461914,no
7.405558955255279,6.3,1.5,4.342380143916256,219030,150,34,0,0.0,0.0,no
7.250831363254347,6.7,2.4,4.230649467138055,257983,150,0,3,142.02489852905273,35.506224632263184,no
7.2365542105835585,6.7,2.2,3.8236367333431667,304984,150,13,9,355.46324348449707,35.54632434844971,no
5.693577057971901,5.1,1.7,3.1368701741024134,381921,150,6,38,1589.3501625061035,40.75256826938727,no
5.390739315308536,4.8,1.7,2.851883608967261,441006,150,45,23,1113.742301940918,46.405929247538246,no
5.14715435075199,4.4,1.7,3.210603116865254,484192,105,100,23,1193.119255065918,49.713302294413246,no
4.094119198616314,3.3,1.4,2.435980033884951,510473,150,103,12,748.1215229034424,57.547809454110954,no
4.719460701484686,3.8,1.8,2.6721449606279997,448436,150,64,4,150.29150772094727,30.058301544189455,no
5.45164139514919,4.2,1.9,3.228620904016669,329080,150,19,6,257.8080596923828,36.82972281319754,no
5.783540390503587,4.8,1.9,3.201689703938674,283969,150,0,8,366.4130210876465,40.71255789862739,no
5.499804440026236,4.5,2.3,3.0139397564912804,292286,150,0,12,666.2578582763672,51.25060448279748,yes
4.973011466158337,3.7,2.1,3.2407283017378954,308048,150,124,18,1003.1376495361328,52.79671839663857,yes
5.1494446983396704,3.9,1.5,3.694499395075443,303955,150,139,7,302.49108505249023,37.81138563156128,yes
5.39949245332772,4.1,2.1,3.642531578619412,276304,150,122,5,215.85983276367188,35.97663879394531,no
7.015108724135318,4.9,2.2,4.789411616545066,214089,71,54,5,282.4723014831543,47.07871691385905,no
5.273712850294786,3.8,1.8,3.805146474252347,313758,142,126,10,416.1548042297363,37.83225492997603,no
8.237459736875197,5.8,2.5,5.256300265889611,188772,56,27,5,329.4320640563965,54.905344009399414,no
7.527425677133298,5.1,2.3,5.113277507859527,217654,119,32,4,239.05200576782227,47.810401153564456,no
7.8022693037758275,5.0,1.8,5.574301970533499,273193,106,87,10,711.0227031707764,64.63842756097966,no
7.1245029661861645,4.1,1.5,5.638891934026202,399375,150,130,21,997.6877670288086,45.34944395585494,yes
7.834534535058964,5.6,2.1,5.270264213654955,263029,150,141,7,299.1815357208252,37.39769196510315,no
8.105185832274461,6.0,2.1,5.481557530600076,273761,150,126,12,545.9835109710693,41.99873161315918,no
7.810235771778615,5.6,2.5,5.12048206472223,215975,40,1,2,70.2351303100586,23.411710103352863,no
7.095142032182218,5.1,2.3,4.65159995069963,257539,108,4,3,118.9058780670166,29.72646951675415,no
7.068913686311259,5.8,2.1,4.3474447229129405,185807,150,15,5,291.30079650878906,48.550132751464844,yes
6.278036212817845,4.2,1.9,4.808126842328929,240389,73,34,3,141.88652801513672,35.47163200378418,yes
7.47758335356856,4.6,2.1,5.75538205930143,286450,9,0,5,323.67147064208984,53.945245107014976,no
5.832633316529046,3.3,1.8,5.050585574905645,360546,51,25,12,676.6814594268799,52.052419955913834,no
6.346582132541442,4.0,1.6,4.973933212758867,289606,29,7,8,444.0632972717285,49.34036636352539,yes
6.544440364837995,3.9,2.0,4.970845011962232,319513,142,46,7,275.3182563781738,34.41478204727173,yes
4.843702229850907,2.9,1.0,4.312753191418502,368042,86,63,10,529.2867279052734,48.116975264115766,yes
6.525688976546172,4.5,1.8,4.796322432059474,312413,119,25,9,437.81955909729004,43.78195590972901,yes
7.639558587253714,4.8,2.1,5.774211669438236,278939,8,0,6,358.1742630004883,51.167751857212615,no
5.075908130879313,3.4,1.7,4.098205830418169,358776,100,95,4,194.37508964538574,38.875017929077146,yes
4.349832673294183,3.1,1.6,3.2466093362992137,443956,150,140,6,359.3385772705078,51.3340824672154,yes
5.467715073481906,3.5,1.2,4.419344178784829,327527,150,105,14,784.9804229736328,52.332028198242185,yes
4.9441170513808625,3.2,1.3,4.268245038873721,242651,50,27,7,274.27967262268066,34.28495907783508,yes
7.439356138869199,6.0,1.3,5.143336960704325,240058,150,3,16,870.6365146636963,51.21391262727625,yes
6.0490926243845555,3.9,2.1,4.6069420336351445,308929,26,5,1,65.05640411376953,32.528202056884766,no
6.614030854038191,4.2,2.2,5.1745403158617,294019,80,0,4,264.27930450439453,52.85586090087891,no
6.982851662545058,4.3,2.0,5.3847644476898004,304387,50,1,8,491.3429946899414,54.593666076660156,no
6.811146468504001,4.3,1.6,5.385660492371818,309762,11,0,3,196.07761764526367,49.01940441131592,no
6.7812485433387515,4.7,2.0,4.794398245295978,323601,150,0,0,0.0,0.0,no
8.00550753444055,6.1,2.3,5.077553476044954,245518,150,0,0,0.0,0.0,no
6.145459871524612,5.0,1.9,3.693773818990129,363107,150,0,4,174.38349533081055,34.87669906616211,no
5.597130066797873,4.7,0.9,4.476263813059137,459607,150,87,7,353.6394233703613,44.204927921295166,yes
5.963920375203442,4.0,1.3,4.050072629047345,419453,150,147,6,183.13700675964355,26.162429537091935,no
4.363147871165789,3.8,0.7,2.378653256052644,438045,150,84,6,298.8976287841797,42.69966125488281,yes
4.737286606059761,4.2,1.4,2.529871285356809,419786,150,73,11,509.5618667602539,42.46348889668783,no
8.35841829914606,6.1,2.3,5.007697418156911,147742,111,15,5,299.2156639099121,49.86927731831869,no
